DateTime,Temp,ALERT01
6-3-2023 01:08:02,21.8125000000,0
6-3-2023 01:08:08,21.8125000000,0
6-3-2023 01:08:14,21.8750000000,0
6-3-2023 01:08:20,21.9375000000,0
6-3-2023 01:08:26,21.9375000000,0
6-3-2023 01:08:33,22.0000000000,0
6-3-2023 01:08:39,22.1250000000,0
6-3-2023 01:08:45,22.1250000000,0
6-3-2023 01:08:51,22.1875000000,0
6-3-2023 01:08:57,22.1875000000,0
6-3-2023 01:09:04,22.1875000000,0
6-3-2023 01:09:10,22.1875000000,0
6-3-2023 01:09:16,22.1875000000,0
6-3-2023 01:09:22,22.1875000000,0
6-3-2023 01:09:28,22.1875000000,0
6-3-2023 01:09:34,22.1875000000,0
6-3-2023 01:09:41,22.3750000000,0
6-3-2023 01:09:47,22.5000000000,0
6-3-2023 01:09:53,22.6875000000,0
6-3-2023 01:09:59,22.8750000000,0
6-3-2023 01:10:05,23.0000000000,0
6-3-2023 01:10:11,23.1250000000,0
6-3-2023 01:10:18,23.1875000000,0
6-3-2023 01:10:24,23.1875000000,0
6-3-2023 01:10:30,23.3125000000,0
6-3-2023 01:10:36,23.4375000000,0
6-3-2023 01:10:42,23.5000000000,0
6-3-2023 01:10:49,23.6250000000,0
6-3-2023 01:10:55,23.6875000000,0
6-3-2023 01:11:01,23.6875000000,0
6-3-2023 01:11:07,23.6875000000,0
6-3-2023 01:11:13,23.7500000000,0
6-3-2023 01:11:20,23.8750000000,0
6-3-2023 01:11:26,23.9375000000,0
6-3-2023 01:11:32,23.9375000000,0
6-3-2023 01:11:38,24.0000000000,0
6-3-2023 01:11:44,24.0000000000,0
6-3-2023 01:11:50,24.0625000000,0
6-3-2023 01:11:57,24.0625000000,0
6-3-2023 01:12:03,24.0625000000,0
6-3-2023 01:12:09,24.0625000000,0
6-3-2023 01:12:15,24.0625000000,0
6-3-2023 01:12:21,24.0625000000,0
6-3-2023 01:12:27,24.0625000000,0
6-3-2023 01:12:34,24.0625000000,0
6-3-2023 01:12:40,24.0625000000,0
6-3-2023 01:12:46,24.0625000000,0
6-3-2023 01:12:52,24.0625000000,0
6-3-2023 01:12:58,24.0625000000,0
